date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2018-09-07,27,16,0.0,11.6,1,1,3,03:20 AM,05:53 PM,06:01 AM,06:50 PM,5,21,21,21,15,8,36,0.0,1018,27,10,173,8
2018-09-08,28,17,0.0,11.6,1,1,0,04:33 AM,06:33 PM,06:01 AM,06:48 PM,4,22,22,22,26,11,31,0.0,1013,28,10,182,14
2018-09-09,26,13,0.0,11.6,1,1,0,05:47 AM,07:10 PM,06:02 AM,06:46 PM,2,20,20,20,11,1,32,0.0,1012,26,10,166,7
2018-09-10,28,15,0.0,10.3,1,1,0,06:59 AM,07:44 PM,06:03 AM,06:45 PM,-2,21,20,21,20,25,22,0.0,1010,28,10,165,11
2018-09-11,26,13,0.0,11.6,1,1,4,08:10 AM,08:16 PM,06:04 AM,06:43 PM,1,20,20,20,13,5,28,0.0,1008,26,10,207,8
2018-09-12,24,15,0.0,11.6,1,1,12,09:18 AM,08:48 PM,06:05 AM,06:41 PM,-2,20,19,20,25,5,24,0.0,1006,24,10,205,14
2018-09-13,22,11,0.0,11.6,1,1,19,10:24 AM,09:22 PM,06:06 AM,06:40 PM,-2,17,18,17,14,1,27,0.0,1009,22,10,221,9
2018-09-14,26,12,0.0,11.6,1,1,27,11:28 AM,09:57 PM,06:07 AM,06:38 PM,-4,18,18,18,19,0,23,0.0,1012,26,10,164,11
2018-09-15,28,17,0.0,11.6,1,1,34,12:29 PM,10:35 PM,06:08 AM,06:36 PM,-2,22,22,23,50,2,20,0.0,1009,28,10,163,28
2018-09-16,27,14,0.0,11.6,1,1,42,01:26 PM,11:18 PM,06:09 AM,06:34 PM,3,20,20,20,17,1,34,0.0,1011,27,10,154,10
2018-09-17,26,13,0.0,11.6,1,1,49,02:19 PM,No moonset,06:10 AM,06:33 PM,4,19,19,19,15,0,39,0.0,1012,26,10,166,8
2018-09-18,26,16,0.0,11.6,1,1,57,03:08 PM,12:04 AM,06:11 AM,06:31 PM,0,21,20,21,30,0,26,0.0,1009,26,10,180,17
2018-09-19,24,11,0.0,11.6,1,1,64,03:52 PM,12:54 AM,06:12 AM,06:29 PM,-2,18,18,18,14,1,25,0.0,1007,24,10,203,8
2018-09-20,18,10,0.0,11.6,1,1,72,04:31 PM,01:47 AM,06:13 AM,06:28 PM,-2,14,15,14,14,1,32,0.0,1014,18,10,301,8
2018-09-21,23,9,0.0,11.6,1,1,80,05:06 PM,02:43 AM,06:14 AM,06:26 PM,-4,15,15,15,15,0,26,0.0,1019,23,10,124,8
2018-09-22,26,14,0.0,11.6,1,1,87,05:38 PM,03:41 AM,06:15 AM,06:24 PM,-4,19,19,19,28,0,21,0.0,1015,26,10,159,15
2018-09-23,24,16,0.0,11.6,1,1,95,06:08 PM,04:40 AM,06:16 AM,06:23 PM,2,19,19,19,33,14,32,0.0,1010,24,10,200,17
2018-09-24,17,9,0.0,11.6,1,1,100,06:36 PM,05:40 AM,06:17 AM,06:21 PM,-1,14,14,14,13,3,37,0.0,1014,17,10,210,8
2018-09-25,18,6,0.0,11.6,1,1,100,07:05 PM,06:41 AM,06:18 AM,06:19 PM,-4,12,12,12,11,4,34,0.0,1021,18,10,186,7
2018-09-26,18,6,0.0,11.6,1,1,83,07:34 PM,07:43 AM,06:19 AM,06:18 PM,-3,13,13,13,10,1,34,0.0,1022,18,10,163,6
2018-09-27,21,9,0.0,11.6,1,1,75,08:05 PM,08:46 AM,06:20 AM,06:16 PM,-4,14,15,14,13,0,28,0.0,1017,21,10,174,7
2018-09-28,24,12,0.0,10.2,1,1,68,08:39 PM,09:51 AM,06:21 AM,06:14 PM,-3,17,17,17,21,19,26,0.0,1012,24,10,154,11
2018-09-29,26,16,0.0,11.6,1,1,60,09:19 PM,10:57 AM,06:22 AM,06:13 PM,-1,21,20,21,46,9,24,0.0,1007,26,10,166,25
2018-09-30,23,14,0.0,11.6,1,1,52,10:04 PM,12:02 PM,06:23 AM,06:11 PM,2,19,19,19,41,8,33,0.2,1008,23,10,185,23
2018-10-01,23,11,0.0,11.6,1,1,51,10:57 PM,01:06 PM,06:24 AM,06:09 PM,4,16,16,16,18,10,45,0.5,1013,23,10,128,10
2018-10-02,22,15,0.0,11.6,1,1,43,11:57 PM,02:05 PM,06:25 AM,06:08 PM,9,18,18,18,31,18,58,5.2,1010,22,10,168,17
2018-10-03,20,13,0.0,11.6,1,1,36,No moonrise,02:59 PM,06:26 AM,06:06 PM,9,16,16,16,12,15,68,0.3,1012,20,10,178,7
2018-10-04,17,12,0.0,11.6,1,1,29,01:03 AM,03:47 PM,06:27 AM,06:04 PM,7,12,13,12,23,30,66,0.7,1011,17,10,162,15
2018-10-05,11,7,0.0,11.6,1,1,21,02:13 AM,04:28 PM,06:28 AM,06:03 PM,2,8,9,8,12,39,64,0.0,1016,11,10,281,9
2018-10-06,12,8,0.0,10.2,1,1,14,03:25 AM,05:06 PM,06:29 AM,06:01 PM,-0,8,9,8,15,47,52,0.0,1011,12,10,208,10
2018-10-07,12,7,0.0,10.2,1,1,7,04:37 AM,05:40 PM,06:30 AM,06:00 PM,1,7,9,7,22,60,58,0.0,1009,12,10,63,15
2018-10-08,12,7,0.0,8.7,1,1,0,05:48 AM,06:12 PM,06:31 AM,05:58 PM,0,7,9,7,17,48,57,0.1,1011,12,10,92,11
2018-10-09,11,5,0.0,7.2,1,1,0,06:57 AM,06:44 PM,06:32 AM,05:56 PM,0,6,8,6,19,36,59,1.0,1010,11,10,139,12
2018-10-10,8,5,0.0,5.7,1,1,0,08:05 AM,07:17 PM,06:33 AM,05:55 PM,2,4,6,4,8,61,79,0.0,1012,8,10,220,6
2018-10-11,11,3,0.0,7.2,1,1,7,09:11 AM,07:52 PM,06:34 AM,05:53 PM,0,6,7,6,11,25,63,0.0,1015,11,10,188,6
2018-10-12,11,3,0.0,8.7,1,1,15,10:14 AM,08:29 PM,06:35 AM,05:52 PM,1,7,7,7,7,8,67,0.0,1019,11,10,158,5
2018-10-13,13,5,0.0,8.7,1,1,22,11:15 AM,09:10 PM,06:37 AM,05:50 PM,-0,6,8,6,22,4,56,0.0,1013,13,10,209,14
2018-10-14,5,-0,0.0,8.7,1,1,29,12:11 PM,09:56 PM,06:38 AM,05:49 PM,-7,-1,2,-1,18,13,48,0.0,1025,5,10,325,13
2018-10-15,7,-1,0.0,8.7,1,1,36,01:02 PM,10:44 PM,06:39 AM,05:47 PM,-8,2,3,2,9,4,43,0.0,1031,7,10,168,7
2018-10-16,11,1,0.0,8.7,1,1,44,01:48 PM,11:37 PM,06:40 AM,05:46 PM,-4,6,7,6,8,2,48,0.0,1027,11,10,135,6
2018-10-17,15,5,0.0,8.7,1,1,51,02:29 PM,No moonset,06:41 AM,05:44 PM,-1,8,9,8,14,9,51,0.0,1024,15,10,110,8
2018-10-18,12,7,0.0,8.7,1,1,58,03:06 PM,12:32 AM,06:42 AM,05:43 PM,0,8,9,8,15,16,56,0.0,1023,12,10,188,8
2018-10-19,14,5,0.0,8.7,1,1,66,03:39 PM,01:30 AM,06:43 AM,05:41 PM,1,9,10,9,11,2,58,0.0,1026,14,10,175,7
2018-10-20,17,7,0.0,8.7,1,1,73,04:09 PM,02:28 AM,06:44 AM,05:40 PM,1,11,12,11,11,0,48,0.0,1024,17,10,156,6
2018-10-21,18,10,0.0,8.7,1,1,80,04:37 PM,03:28 AM,06:45 AM,05:38 PM,1,12,13,12,17,9,46,0.0,1019,18,10,160,9
2018-10-22,17,8,0.0,8.7,1,1,87,05:06 PM,04:28 AM,06:47 AM,05:37 PM,3,11,12,11,13,17,56,0.0,1017,17,10,159,7
2018-10-23,15,8,0.0,8.7,1,1,95,05:35 PM,05:31 AM,06:48 AM,05:36 PM,3,10,11,10,15,12,60,0.0,1017,15,10,153,9
2018-10-24,16,7,0.0,8.7,1,1,100,06:05 PM,06:34 AM,06:49 AM,05:34 PM,1,10,11,10,13,5,52,0.0,1016,16,10,163,7
2018-10-25,12,7,0.0,8.7,1,1,100,06:39 PM,07:41 AM,06:50 AM,05:33 PM,2,9,10,9,11,26,59,0.0,1020,12,10,264,8
2018-10-26,14,6,0.0,8.7,1,1,84,07:17 PM,08:48 AM,06:51 AM,05:32 PM,2,8,9,8,12,8,61,0.0,1023,14,10,142,7
2018-10-27,18,9,0.0,8.7,1,1,76,08:01 PM,09:55 AM,06:52 AM,05:30 PM,1,12,13,12,22,5,46,0.0,1019,18,10,184,11
2018-10-28,20,11,0.0,8.7,1,1,69,08:52 PM,11:01 AM,06:53 AM,05:29 PM,-0,13,14,13,26,10,38,0.0,1016,20,10,153,14
2018-10-29,15,7,0.0,8.7,1,1,62,09:51 PM,12:02 PM,06:55 AM,05:28 PM,-1,10,12,10,26,11,41,0.0,1015,15,10,260,15
2018-10-30,7,3,0.0,8.7,1,1,54,10:55 PM,12:58 PM,06:56 AM,05:26 PM,-5,2,5,2,19,8,50,0.0,1021,7,10,295,13
2018-10-31,7,-0,0.0,8.7,1,1,51,No moonrise,01:47 PM,06:57 AM,05:25 PM,-6,4,4,4,7,16,46,0.0,1024,7,10,160,5
2018-11-01,8,4,0.0,7.1,1,1,34,12:02 AM,02:28 PM,06:58 AM,05:24 PM,-1,4,6,4,12,54,63,0.0,1022,8,10,164,8
2018-11-02,14,7,0.0,8.7,1,1,26,01:12 AM,03:06 PM,06:59 AM,05:23 PM,2,7,9,7,23,31,60,0.0,1019,14,10,203,14
2018-11-03,8,4,0.0,8.7,1,1,19,02:22 AM,03:40 PM,07:01 AM,05:22 PM,-1,4,6,4,14,8,62,0.0,1021,8,10,287,9
2018-11-04,10,3,0.0,5.4,1,1,11,03:31 AM,04:11 PM,07:02 AM,05:20 PM,-2,4,6,4,17,42,55,0.0,1017,10,10,184,10
2018-11-05,8,4,0.0,8.7,1,1,4,04:39 AM,04:42 PM,07:03 AM,05:19 PM,-1,4,6,4,11,9,62,0.0,1014,8,10,278,7
2018-11-06,6,1,0.0,8.7,1,1,0,05:47 AM,05:14 PM,07:04 AM,05:18 PM,-5,2,3,2,9,19,56,0.0,1021,6,10,229,6
2018-11-07,6,-0,0.0,8.7,1,1,0,06:53 AM,05:47 PM,07:05 AM,05:17 PM,-6,0,2,0,12,14,53,0.0,1023,6,10,202,7
2018-11-08,3,-2,0.0,8.7,1,1,0,07:58 AM,06:23 PM,07:06 AM,05:16 PM,-8,-1,1,-1,10,8,52,0.0,1030,3,10,126,7
2018-11-09,5,-3,0.0,8.7,1,1,4,09:01 AM,07:03 PM,07:08 AM,05:15 PM,-8,-0,1,-0,7,3,51,0.0,1031,5,10,125,4
2018-11-10,6,-1,0.0,8.7,1,1,11,10:00 AM,07:47 PM,07:09 AM,05:14 PM,-11,0,2,0,15,12,37,0.0,1019,6,10,188,8
2018-11-11,3,-2,0.0,8.7,1,1,19,10:54 AM,08:34 PM,07:10 AM,05:13 PM,-9,-3,0,-3,15,7,50,0.0,1027,3,10,336,10
2018-11-12,2,-4,0.0,8.7,1,1,26,11:43 AM,09:26 PM,07:11 AM,05:12 PM,-12,-3,-1,-3,11,4,44,0.0,1037,2,10,216,7
2018-11-13,4,-4,0.0,8.7,1,1,34,12:26 PM,10:20 PM,07:12 AM,05:11 PM,-11,-0,1,-0,6,2,42,0.0,1039,4,10,161,4
2018-11-14,8,-1,0.0,8.7,1,1,41,01:05 PM,11:17 PM,07:14 AM,05:10 PM,-9,2,3,2,7,32,41,0.0,1032,8,10,119,4
2018-11-15,8,0,0.0,7.0,1,1,49,01:39 PM,No moonset,07:15 AM,05:09 PM,-7,3,4,3,8,17,45,0.0,1026,8,10,183,4
2018-11-16,9,1,0.0,8.7,1,1,56,02:09 PM,12:14 AM,07:16 AM,05:09 PM,-7,3,4,3,10,10,43,0.0,1020,9,10,130,5
2018-11-17,5,1,0.0,8.7,1,1,64,02:38 PM,01:13 AM,07:17 AM,05:08 PM,-4,2,3,2,10,26,60,0.1,1020,5,10,203,6
2018-11-18,4,-2,0.0,8.7,1,1,72,03:06 PM,02:13 AM,07:18 AM,05:07 PM,-6,-0,0,-0,6,20,64,0.0,1028,4,10,149,4
2018-11-19,5,-3,0.0,8.7,1,1,79,03:34 PM,03:14 AM,07:20 AM,05:06 PM,-10,0,1,0,8,0,45,0.0,1027,5,10,156,4
2018-11-20,6,-2,0.0,8.7,1,1,87,04:03 PM,04:17 AM,07:21 AM,05:06 PM,-12,1,2,1,8,0,36,0.0,1025,6,10,121,4
2018-11-21,9,-2,0.0,8.7,1,1,94,04:35 PM,05:22 AM,07:22 AM,05:05 PM,-15,2,3,2,11,26,25,0.0,1022,9,10,123,6
2018-11-22,6,2,0.0,5.4,1,1,100,05:12 PM,06:30 AM,07:23 AM,05:04 PM,-6,1,4,1,28,56,53,0.0,1016,6,10,148,15
2018-11-23,7,2,0.0,8.7,1,1,100,05:54 PM,07:39 AM,07:24 AM,05:04 PM,-0,2,4,2,19,56,71,0.0,1014,7,10,177,11
2018-11-24,6,-1,0.3,7.0,1,1,83,06:43 PM,08:48 AM,07:25 AM,05:03 PM,-2,-2,2,-2,26,54,71,0.3,1013,6,10,239,17
2018-11-25,2,-2,0.0,8.7,1,1,76,07:41 PM,09:54 AM,07:26 AM,05:03 PM,-6,-2,-0,-2,7,9,63,0.0,1028,2,10,150,5
2018-11-26,3,-3,0.0,8.7,1,1,68,08:45 PM,10:53 AM,07:27 AM,05:02 PM,-6,-1,0,-1,6,4,62,0.0,1030,3,10,130,4
2018-11-27,7,-1,0.0,8.7,1,1,60,09:54 PM,11:46 AM,07:29 AM,05:02 PM,-10,-0,2,-0,14,38,41,0.0,1022,7,10,124,7
2018-11-28,4,1,0.0,8.7,1,1,53,11:04 PM,12:30 PM,07:30 AM,05:02 PM,-5,1,3,1,13,41,58,0.5,1012,4,9,149,7
2018-11-29,4,0,0.0,5.3,1,1,45,No moonrise,01:09 PM,07:31 AM,05:01 PM,-1,-1,2,-1,20,55,83,0.0,1008,4,10,140,12
2018-11-30,4,-1,1.4,8.7,1,1,38,12:13 AM,01:44 PM,07:32 AM,05:01 PM,0,0,2,0,15,64,86,1.7,1006,4,9,244,9
2018-12-01,1,-2,0.0,8.7,1,1,36,01:22 AM,02:15 PM,07:33 AM,05:01 PM,-5,-4,-1,-4,16,42,73,0.0,1014,1,10,208,11
2018-12-02,-1,-3,0.0,3.6,1,1,29,02:29 AM,02:45 PM,07:34 AM,05:00 PM,-5,-5,-2,-5,11,73,80,0.0,1015,-1,10,171,8
2018-12-03,-2,-8,0.0,8.7,1,1,22,03:36 AM,03:15 PM,07:35 AM,05:00 PM,-7,-7,-4,-7,10,37,81,0.0,1029,-2,10,220,6
2018-12-04,-2,-9,0.0,8.7,1,1,15,04:41 AM,03:47 PM,07:36 AM,05:00 PM,-11,-11,-7,-11,16,18,73,0.0,1035,-2,10,106,8
2018-12-05,-1,-8,0.0,5.3,1,1,7,05:45 AM,04:20 PM,07:37 AM,05:00 PM,-9,-8,-5,-8,11,40,76,0.0,1027,-1,10,125,6
2018-12-06,-1,-7,0.0,8.7,1,1,0,06:48 AM,04:58 PM,07:38 AM,05:00 PM,-8,-7,-5,-7,8,15,78,0.0,1026,-1,10,174,4
2018-12-07,1,-5,0.0,8.7,1,1,0,07:49 AM,05:40 PM,07:39 AM,05:00 PM,-5,-4,-3,-4,8,17,80,0.0,1029,1,10,96,4
2018-12-08,1,-3,0.0,8.7,1,1,0,08:45 AM,06:26 PM,07:39 AM,05:00 PM,-4,-3,-1,-3,8,30,85,0.0,1031,1,10,152,4
2018-12-09,1,-4,0.0,8.7,1,1,7,09:37 AM,07:16 PM,07:40 AM,05:00 PM,-4,-3,-2,-3,6,22,85,0.0,1036,1,10,96,4
2018-12-10,1,-5,0.0,8.7,1,1,14,10:22 AM,08:10 PM,07:41 AM,05:00 PM,-6,-4,-2,-4,9,21,73,0.0,1031,1,10,214,5
2018-12-11,-1,-4,0.0,8.7,1,1,21,11:03 AM,09:06 PM,07:42 AM,05:00 PM,-5,-3,-3,-3,5,25,82,0.0,1029,-1,10,203,3
2018-12-12,-0,-4,0.2,5.3,1,1,29,11:39 AM,10:03 PM,07:43 AM,05:00 PM,-5,-6,-2,-6,19,49,80,0.3,1024,-0,9,227,12
2018-12-13,-0,-6,0.0,8.7,1,1,36,12:10 PM,11:01 PM,07:44 AM,05:00 PM,-7,-6,-3,-6,11,7,74,0.0,1036,-0,10,112,6
2018-12-14,2,-5,0.0,7.0,1,1,43,12:39 PM,11:59 PM,07:44 AM,05:01 PM,-8,-5,-2,-5,14,28,66,0.0,1032,2,10,132,7
2018-12-15,4,-1,0.0,8.7,1,1,51,01:07 PM,No moonset,07:45 AM,05:01 PM,-4,-1,1,-1,16,24,70,0.0,1025,4,10,114,8
2018-12-16,6,1,0.0,8.7,1,1,58,01:34 PM,12:58 AM,07:46 AM,05:01 PM,-5,-0,2,-0,21,15,57,0.0,1027,6,10,126,10
2018-12-17,5,2,0.0,8.7,1,1,65,02:02 PM,01:59 AM,07:46 AM,05:02 PM,-4,1,4,1,24,19,58,0.1,1022,5,10,137,12
2018-12-18,5,1,0.0,8.7,1,1,72,02:31 PM,03:02 AM,07:47 AM,05:02 PM,-2,1,3,1,13,30,72,0.0,1023,5,10,150,7
2018-12-19,4,1,0.0,8.7,1,1,80,03:05 PM,04:07 AM,07:47 AM,05:02 PM,-2,1,3,1,14,30,73,0.0,1027,4,10,260,8
2018-12-20,7,1,0.0,8.7,1,1,87,03:44 PM,05:16 AM,07:48 AM,05:03 PM,-4,0,3,0,18,20,62,0.0,1026,7,10,134,9
2018-12-21,6,1,0.0,7.0,1,1,94,04:29 PM,06:25 AM,07:49 AM,05:03 PM,-2,2,4,2,15,42,65,1.2,1016,6,10,157,8
2018-12-22,1,-3,0.0,8.7,1,1,100,05:24 PM,07:35 AM,07:49 AM,05:04 PM,-7,-4,-1,-4,11,19,64,0.0,1028,1,10,255,8
2018-12-23,3,-2,0.0,8.7,1,1,100,06:27 PM,08:39 AM,07:49 AM,05:04 PM,-10,-2,-0,-2,12,54,46,0.0,1028,3,10,148,7
2018-12-24,3,-1,0.0,7.0,1,1,84,07:37 PM,09:37 AM,07:50 AM,05:05 PM,-3,-1,1,-1,11,55,76,0.0,1020,3,10,135,7
2018-12-25,3,1,0.6,8.7,1,1,77,08:49 PM,10:27 AM,07:50 AM,05:06 PM,-1,-1,1,-1,15,58,83,0.7,1012,3,9,155,9
2018-12-26,-0,-5,0.0,8.7,1,1,69,10:02 PM,11:10 AM,07:51 AM,05:06 PM,-5,-6,-2,-6,18,48,84,0.0,1019,-0,10,325,13
2018-12-27,-4,-6,0.0,3.6,1,1,62,11:13 PM,11:46 AM,07:51 AM,05:07 PM,-7,-8,-5,-8,10,79,83,0.0,1020,-4,10,233,7
2018-12-28,-4,-9,0.0,8.7,1,1,55,No moonrise,12:19 PM,07:51 AM,05:08 PM,-12,-12,-7,-12,19,25,69,0.0,1027,-4,10,117,11
2018-12-29,-5,-10,0.0,8.7,1,1,48,12:21 AM,12:49 PM,07:51 AM,05:08 PM,-11,-10,-7,-10,7,38,78,0.0,1035,-5,10,132,5
2018-12-30,1,-7,0.0,8.7,1,1,40,01:29 AM,01:20 PM,07:52 AM,05:09 PM,-7,-8,-4,-8,17,41,80,0.0,1021,1,10,191,11
2018-12-31,-4,-9,0.0,7.0,1,1,36,02:33 AM,01:50 PM,07:52 AM,05:10 PM,-10,-11,-6,-11,19,42,75,0.0,1022,-4,10,180,11
2019-01-01,-6,-11,0.0,8.7,1,1,26,03:38 AM,02:22 PM,07:52 AM,05:11 PM,-14,-13,-9,-13,15,5,71,0.0,1035,-6,10,190,7
2019-01-02,-5,-13,0.0,8.7,1,1,19,04:40 AM,02:58 PM,07:52 AM,05:12 PM,-13,-12,-9,-12,11,5,71,0.0,1039,-5,10,173,6
2019-01-03,-2,-11,0.0,8.7,1,1,11,05:41 AM,03:37 PM,07:52 AM,05:13 PM,-10,-8,-6,-8,12,6,74,0.0,1032,-2,10,168,6
2019-01-04,0,-9,0.0,8.7,1,1,4,06:38 AM,04:21 PM,07:52 AM,05:13 PM,-8,-6,-4,-6,12,9,79,0.0,1024,0,10,168,5
2019-01-05,2,-9,0.0,8.7,1,1,0,07:31 AM,05:10 PM,07:52 AM,05:14 PM,-6,-5,-2,-5,23,20,79,0.1,1019,2,10,126,7
2019-01-06,3,1,4.9,3.6,1,1,0,08:19 AM,06:02 PM,07:52 AM,05:15 PM,-3,-2,2,-2,19,74,73,5.8,1014,3,6,194,12
2019-01-07,4,1,1.3,5.3,1,1,3,09:01 AM,06:57 PM,07:52 AM,05:16 PM,-2,-1,3,-1,24,63,74,1.5,1019,4,8,226,19
2019-01-08,6,0,0.0,8.7,1,1,10,09:39 AM,07:54 PM,07:52 AM,05:17 PM,-2,0,3,0,15,24,73,0.0,1026,6,10,102,9
2019-01-09,4,0,0.0,8.7,1,1,18,10:12 AM,08:51 PM,07:52 AM,05:18 PM,-3,-2,1,-2,23,16,72,0.0,1022,4,10,125,11
2019-01-10,1,-3,0.1,5.3,1,1,25,10:41 AM,09:49 PM,07:51 AM,05:19 PM,-2,-2,0,-2,11,44,88,0.5,1023,1,10,238,5
2019-01-11,1,-5,0.0,8.7,1,1,32,11:09 AM,10:47 PM,07:51 AM,05:20 PM,-3,-3,-1,-3,5,34,83,0.0,1027,1,10,316,8
2019-01-12,-1,-5,0.0,8.7,1,1,39,11:36 AM,11:46 PM,07:51 AM,05:22 PM,-5,-5,-3,-5,12,2,82,0.0,1028,-1,10,212,5
2019-01-13,-2,-7,0.0,8.7,1,1,47,12:02 PM,No moonset,07:51 AM,05:23 PM,-8,-5,-4,-5,7,0,76,0.0,1030,-2,10,204,5
2019-01-14,-2,-9,0.0,8.7,1,1,54,12:30 PM,12:46 AM,07:50 AM,05:24 PM,-9,-7,-5,-7,9,6,72,0.0,1030,-2,10,219,6
2019-01-15,-1,-7,0.3,7.0,1,1,61,01:01 PM,01:49 AM,07:50 AM,05:25 PM,-6,-6,-3,-6,11,45,81,0.4,1023,-1,9,148,6
2019-01-16,3,-3,1.0,5.3,1,1,69,01:36 PM,02:53 AM,07:49 AM,05:26 PM,-2,-3,0,-3,15,58,83,1.8,1020,3,9,172,10
2019-01-17,5,0,0.0,3.7,1,1,76,02:16 PM,04:01 AM,07:49 AM,05:27 PM,1,-0,4,-0,35,75,76,7.4,1016,5,9,159,17
2019-01-18,2,0,0.5,7.0,1,1,83,03:05 PM,05:09 AM,07:48 AM,05:28 PM,-0,0,3,0,16,53,82,0.6,1021,2,9,254,8
2019-01-19,2,-2,0.3,5.4,1,1,90,04:04 PM,06:16 AM,07:48 AM,05:30 PM,-3,-2,1,-2,23,41,79,0.3,1032,2,9,148,8
2019-01-20,4,-1,0.0,7.0,1,1,98,05:11 PM,07:19 AM,07:47 AM,05:31 PM,-3,-0,2,-0,28,31,75,0.0,1025,4,10,138,8
2019-01-21,1,-2,9.4,3.7,1,1,100,06:24 PM,08:14 AM,07:47 AM,05:32 PM,-2,-2,1,-2,23,68,83,11.2,1021,1,6,274,9
2019-01-22,-3,-6,0.0,8.7,1,1,88,07:40 PM,09:02 AM,07:46 AM,05:33 PM,-6,-7,-4,-7,11,27,82,0.0,1035,-3,10,306,7
2019-01-23,0,-5,0.3,8.7,1,1,81,08:54 PM,09:43 AM,07:45 AM,05:34 PM,-6,-7,-3,-7,20,48,75,0.4,1031,0,9,164,11
2019-01-24,-1,-4,0.1,8.7,1,1,73,10:07 PM,10:18 AM,07:45 AM,05:35 PM,-3,-4,-2,-4,9,34,85,0.1,1032,-1,10,261,5
2019-01-25,0,-4,0.0,8.7,1,1,66,11:17 PM,10:51 AM,07:44 AM,05:37 PM,-4,-5,-2,-5,16,21,80,0.0,1030,0,10,174,9
2019-01-26,1,-7,0.0,8.7,1,1,59,No moonrise,11:22 AM,07:43 AM,05:38 PM,-6,-5,-2,-5,13,7,74,0.0,1035,1,10,243,7
2019-01-27,3,-5,0.0,8.7,1,1,51,12:24 AM,11:53 AM,07:42 AM,05:39 PM,-5,-4,-1,-4,17,9,75,0.0,1026,3,10,163,8
2019-01-28,0,-4,0.0,8.7,1,1,44,01:30 AM,12:24 PM,07:42 AM,05:40 PM,-5,-5,-2,-5,11,12,78,0.0,1028,0,10,228,8
2019-01-29,1,-6,0.0,8.7,1,1,37,02:33 AM,12:59 PM,07:41 AM,05:42 PM,-7,-5,-3,-5,13,8,72,0.0,1027,1,10,221,6
2019-01-30,2,-7,0.0,8.7,1,1,30,03:35 AM,01:37 PM,07:40 AM,05:43 PM,-8,-5,-3,-5,13,3,65,0.0,1022,2,10,148,6
2019-01-31,4,-5,0.0,8.7,1,1,26,04:33 AM,02:19 PM,07:39 AM,05:44 PM,-6,-3,-1,-3,14,4,67,0.0,1019,4,10,128,6
2019-02-01,5,-4,0.0,8.7,1,1,8,05:27 AM,03:06 PM,07:38 AM,05:45 PM,-4,-2,1,-2,19,2,70,0.0,1016,5,10,140,9
2019-02-02,7,1,0.0,5.4,1,1,1,06:16 AM,03:57 PM,07:37 AM,05:46 PM,0,2,5,2,32,34,71,2.1,1008,7,9,138,15
2019-02-03,7,6,0.0,5.4,1,1,0,07:00 AM,04:51 PM,07:36 AM,05:48 PM,1,4,7,4,28,55,68,3.5,1003,7,9,179,18
2019-02-04,8,5,0.0,5.4,1,1,0,07:39 AM,05:47 PM,07:35 AM,05:49 PM,0,3,7,3,32,70,61,1.9,1003,8,10,179,27
2019-02-05,4,-0,1.6,3.8,1,1,0,08:13 AM,06:44 PM,07:34 AM,05:50 PM,-2,-1,2,-1,24,60,71,2.9,1003,4,9,155,19
2019-02-06,-3,-4,3.2,3.8,1,1,7,08:44 AM,07:43 PM,07:33 AM,05:51 PM,-6,-8,-3,-8,17,71,83,3.8,1012,-3,6,291,15
2019-02-07,-4,-8,0.3,8.7,1,1,14,09:13 AM,08:40 PM,07:32 AM,05:53 PM,-11,-10,-6,-10,14,40,69,0.4,1030,-4,9,227,10
2019-02-08,-1,-10,0.0,7.1,1,1,22,09:39 AM,09:39 PM,07:31 AM,05:54 PM,-12,-10,-6,-10,20,25,61,0.0,1025,-1,11,137,11
2019-02-09,0,-5,0.4,7.1,1,1,29,10:05 AM,10:37 PM,07:29 AM,05:55 PM,-8,-6,-2,-6,24,48,64,0.5,1017,0,18,145,11
2019-02-10,2,-2,8.7,5.5,1,1,37,10:32 AM,11:38 PM,07:28 AM,05:56 PM,-6,-5,-1,-5,36,67,66,10.3,1014,2,11,191,17
2019-02-11,-1,-7,1.5,8.7,1,1,44,11:01 AM,No moonset,07:27 AM,05:57 PM,-9,-8,-3,-8,12,24,67,1.8,1021,-1,12,172,13
2019-02-12,2,-6,0.0,7.1,1,1,52,11:33 AM,12:40 AM,07:26 AM,05:59 PM,-9,-6,-2,-6,27,34,58,0.0,1022,2,11,144,15
2019-02-13,4,3,3.2,5.4,1,1,60,12:09 PM,01:44 AM,07:25 AM,06:00 PM,-4,-1,4,-1,31,76,60,7.5,1010,4,10,150,23
2019-02-14,7,5,0.0,6.9,1,1,67,12:52 PM,02:49 AM,07:23 AM,06:01 PM,1,2,7,2,39,70,69,4.0,1004,7,11,141,25
2019-02-15,7,2,3.1,8.5,1,1,75,01:44 PM,03:55 AM,07:22 AM,06:02 PM,-0,1,5,1,28,56,70,6.6,1007,7,11,166,18
2019-02-16,1,-3,0.3,8.5,1,1,82,02:45 PM,04:58 AM,07:21 AM,06:03 PM,-5,-4,0,-4,11,60,72,0.6,1015,1,13,255,10
